Solvetime;Time of day;Date;Scramble;Penalty
---Session;start;global_session;False;
---Session;start;old0;True;
22660;18:59:28;20/02/2020;R' B' D2 U' L2 D R F2 U F B' D2 L B2 R2 D2 R U' R' L2;
22702;19:00:44;20/02/2020;R' L2 F D2 L2 U2 F' D U' F D2 R' L2 B2 R2 D2 F' B D R;
20907;19:02:24;20/02/2020;U' F L2 R F' B2 D' F' U' L F' U R U2 B U2 B2 F2 U' F2;
26388;19:03:38;20/02/2020;D2 L' R2 U' L' U' R2 L B2 L B L' D' F2 B R2 U' L2 U B2;
26375;19:04:54;20/02/2020;B' R L2 F L2 U2 L U' L2 U B F2 R2 D' B2 F' D U' L D;
19690;19:06:04;20/02/2020;R' F L' D B F' U2 D B' U' R L' D F D L2 F' R2 U B;
22995;19:07:02;20/02/2020;D' R' U' D2 B2 U' R D' B2 R2 U' D' R' B' F2 U' L' F2 U' R;
22708;19:08:11;20/02/2020;R B' R' U2 L2 F' D' B L2 R D' B' D' U L F' D R U' R';
18472;19:09:16;20/02/2020;F2 U D L' D F2 R2 D' F2 R F U B2 L' D U L2 B R' U2;
23663;19:10:23;20/02/2020;B U' L F' B2 D' R D' L2 D2 U' R2 B2 D' F U F R' F' U';
23699;19:11:31;20/02/2020;F' U' F' U F' D' U L' F R L' F U' B2 U' F L R2 F' L;
22422;19:12:40;20/02/2020;L' R' B L2 B U2 D' L' B2 F' D' R F D' R F D2 R B2 F';
22494;19:13:38;20/02/2020;D' F' U' L U R L B L' U' L' B' F2 U2 D B2 D' B' L R2;
20136;19:14:38;20/02/2020;F2 R U2 B R' D' R2 D2 B' L B L F R' U' B R' B2 U' D2;
23495;19:16:10;20/02/2020;U F L2 D' F2 U' D2 L B U D2 R F' U' F2 B L' F' B' L;
34293;19:17:49;20/02/2020;U2 B' F R U F2 D2 F2 U B2 U2 B2 D' U' L U L R D R;+2
21379;19:19:04;20/02/2020;R U' B' F D' B' R2 D2 R' B R2 F B2 D' L2 R2 F D2 R U2;
19458;19:20:08;20/02/2020;L F' D' B F' R D' R' L' F' R2 L U' D L' F R' L2 D2 B;
25327;19:21:45;20/02/2020;R F2 R2 B2 R2 D2 R2 B U' B U2 F2 U2 L D L2 D2 L' D R2;
20104;19:22:41;20/02/2020;F' L2 R B2 U' D R B R' U L F2 L2 D' U R' U2 L2 U' R;
22191;19:23:56;20/02/2020;U L2 U L R2 U' B2 U2 F' U' F2 U2 B' D' F' R' F R' B' D;
24163;19:25:07;20/02/2020;L2 D' F' R' F L2 B2 F2 D' B' L2 D U' R2 F2 R' U' R2 D2 L';
23112;19:25:55;20/02/2020;F' D' L2 U' R2 B2 F' R2 F' R2 U' L' D' L2 B F L D' F2 B;
28591;19:29:29;20/02/2020;R L2 B' F2 L' F' D2 R2 L B F' L' B U2 R F' B2 U2 L' R;
23024;19:30:49;20/02/2020;F2 B' L2 D R2 B2 L' F' L F' D U R2 D B2 U2 D2 L F' U2;
21379;19:31:55;20/02/2020;D B2 F' L' D' B' U' L' F2 D2 L R2 D U L2 U' F' L2 B2 L';
28257;19:33:19;20/02/2020;D' B L2 U2 B U' D L' B2 R L2 B2 U R' U L U' D2 B' U2;
27403;19:34:41;20/02/2020;F B D U2 L' D2 B U B' R2 U2 F2 D2 F' B2 L U L D B2;
22956;19:35:40;20/02/2020;D2 U' F' L2 B R' F' U2 D2 L' F2 L' F2 U2 F' L2 F L' R2 U';
30153;19:36:59;20/02/2020;R D2 R2 L2 B2 L U D B' R' U L F L2 U R' D L' D U';
24477;19:38:21;20/02/2020;F' D2 L' U2 L2 U F2 B' R' U2 B2 R B' L' U F2 B L' D2 U';
20223;19:39:28;20/02/2020;R D L2 R B L R' D F' R2 D R L' D' F' L2 R U' L' D';
20496;19:40:47;20/02/2020;R B2 D' U B U' R2 U' D B' U' B' L2 F B D' U2 L B' L;
24073;19:41:57;20/02/2020;L' R2 D L F2 U2 L2 U D L' U B' F2 D2 L F L D' L F;
32734;19:43:11;20/02/2020;R2 U R' L' B' L B' L B R B F U2 R U2 F' L' U D2 L2;
---Session;end;s7;;
---Session;start;s8;True;
28456;13:33:00;23/02/2020;L2 F2 R2 B2 D' F2 D B2 R2 D2 F R D B2 L D R2 D' F2 L';
26678;13:34:00;23/02/2020;R2 B2 R' U2 D2 R' B2 D' R F D' F2 R2 D' R2 U' B2 U L2 D2;
30056;13:35:00;23/02/2020;U2 F2 U' F2 R2 B2 U' F2 L' F U2 L' F' R' D B D' L2 U;
20485;13:36:00;23/02/2020;B2 R2 B' U2 L' U' L2 D2 L' F R2 B2 R D2 F2 R' B2 R2;
30347;13:37:00;23/02/2020;L2 U F' U D' B2 R L' D2 B D F U2 L2 B U2 L2 F B2;
60000;13:38:00;23/02/2020;U2 L' B2 L2 U R D2 F D L F2 R2 B U2 B' U2 B U2 R2 U2;DNF
21856;13:39:00;23/02/2020;B R' L' D F2 L D' B2 D' F R' B2 U2 L2 D2 R' D2 R F2 R2;
19919;13:40:00;23/02/2020;F2 L2 D2 F2 R' U2 L B2 R B D2 R D2 B' D2 F2 R' D;
60000;13:41:00;23/02/2020;B' U' R2 U2 R' D F U L2 D' F2 L2 F2 L F2 R B2 D2 B2 L;DNF
24227;13:42:00;23/02/2020;D' L2 U' L2 U2 F2 U2 F2 R F' D2 R U R2 B D R U L';
28408;13:43:00;23/02/2020;B2 U2 L2 F' D2 L F2 L' B2 R' D' B' R2 F2 U2 B' D2;
27729;13:44:00;23/02/2020;F2 R2 F2 R U2 R2 B2 D2 R' F' L U2 B U2 R F2 U' B R D';
23956;13:45:00;23/02/2020;D2 R2 U' R' F' R' L' D L F' L F2 U2 L' B2 R' B2 L2;
23875;13:46:00;23/02/2020;F' D' B2 L' F' D2 F2 U' R' F R D2 F2 D2 L' U2 R' F2 L;
20784;13:47:00;23/02/2020;D L D' F2 R B' R' F L2 U2 R' D2 F' R2 L2 F R2 U2 L2;
23188;13:48:00;23/02/2020;L' F B U' B2 R2 D B R D' F' R2 F U2 B L2 B' R2 F2 R2;
26727;15:41:00;23/02/2020;R B2 F2 D2 L F2 R2 F2 R2 B' D2 R U' F' L' D B F L R;
28555;15:42:00;23/02/2020;D B U' D' F' L2 U' F U' F L F2 R2 F2 R2 U2 R2 D2 L2;
24102;15:43:00;23/02/2020;L2 F D' R2 B' L2 D2 B' R' F U2 R2 F2 R' D2 F2 B2 R L2;
20151;15:44:00;23/02/2020;D U2 L2 B2 D' B2 F2 D2 F' L' B R2 D F R' B L R B';
23106;15:45:00;23/02/2020;U L2 U' F2 D' U' L B2 U' R' B D B L' F' U2 F2 R2;
26355;15:46:00;23/02/2020;L2 B2 R U2 F2 L' F2 L' D2 F' U' L' B' F2 D L2 R2 D' B' U;
28244;15:47:00;23/02/2020;R2 D R2 F2 U2 L D2 L' B F' L' B2 D R2 D L2;
23382;15:48:00;23/02/2020;D' R2 U B2 D R2 D2 U' R B2 U2 F D U2 L' B2 R U L';
21874;15:49:00;23/02/2020;U2 B2 R U2 L D2 L F L B2 D F U' F' L' B2 L F2;
26768;15:49:00;23/02/2020;B' U2 B R2 F U2 F L2 B2 D2 U2 R F2 U L B2 D2 L' B D;
20117;15:50:00;23/02/2020;U' R2 D2 F2 U' B2 D' L2 U R' B' F R2 F D2 R2 F' D L' F;
24125;15:51:00;23/02/2020;D2 L' B2 D2 B2 L D2 R' B2 D' B R F' R2 F' D F;
24371;15:52:00;23/02/2020;D B R2 U' R F U D2 L' U2 F' D' B2 U L2 B2 D2 R2 B2;
23929;15:53:00;23/02/2020;F' B2 L D' R U2 L' B R2 U' F L2 U' D' R2 L2 D B2 U';
23587;15:54:00;23/02/2020;R2 D2 B2 L2 B' U2 B' D2 F' L' B' D L R U2 L' B2 U' B' F2;
19048;15:55:00;23/02/2020;D R2 U' L2 B2 L2 D2 L2 U L2 F2 R B D R2 F R' F2 U B2 R';
29281;15:56:00;23/02/2020;F2 U2 B2 D2 F2 R F2 D2 L F U B' D2 B2 R2 F R F U2 L;
21005;20:15:00;24/02/2020;U2 L2 F' U2 B D2 U2 L2 B' R' D' F2 R' U' F D B R' B2 L';
28790;20:16:00;24/02/2020;R2 D2 L U2 F2 U2 B2 L R' F' R' F' L2 F2 L' U R2 B' L';
18172;20:17:00;24/02/2020;R' U2 F2 R2 U2 L U2 R' B U F2 L' R2 D' B2 L' B' L' R';
20647;20:18:00;24/02/2020;U2 B L F D' F2 U R B' U L2 F2 U2 F2 U2 F2 L B2 U2;
24769;20:21:00;24/02/2020;L' D2 B L' D L U' R2 D' F U L2 F2 D' R2 B2 U' D' L2 U;
27250;20:22:00;24/02/2020;D' R2 B2 L2 R2 D L2 R' F2 D' U2 R2 U F L F' U2 F;
23661;20:23:00;24/02/2020;L U2 L' B2 L2 F2 D2 F2 R2 U R' F D' B' R B U' B F2;
20450;20:25:00;24/02/2020;B R' F L F U L F2 D' R' L2 B U2 F' U2 L2 F' L2;
21000;20:26:00;24/02/2020;D2 L2 F2 L2 F2 D U2 F2 D B2 F U2 F' R D2 B' F U R' F';
22258;20:27:00;24/02/2020;L B' D' B' R2 B' L B' U D' F2 L F2 D2 B2 U2 F2 R' U2 L;
23732;20:28:00;24/02/2020;U2 R U2 F2 L D2 B2 D2 B' L2 R2 U2 F' D' B2 R2 U L B2;
16321;20:29:00;24/02/2020;L2 F2 U' L2 D F2 U2 L F D' L F2 R2 D B D' F L;
23101;20:40:00;24/02/2020;B' U D' L' F2 U2 B2 U' F2 L' F R2 B2 R2 U2 L2 D2 B L2;
27812;20:41:00;24/02/2020;R F U2 B' D F' D2 B2 U R' U2 F2 L2 U2 F R2 F2 U2 B D2;
27348;20:42:00;24/02/2020;D2 R2 D' U B2 L2 R D L U2 L2 F' U2 L2 R' F2 R U';
21897;20:43:00;24/02/2020;F2 U B2 F2 R2 U2 F2 U F2 L R' U B' R B' F' U' F2 D B';
21874;20:44:00;24/02/2020;L D2 L D2 F2 R' B2 L B F' U L B' L2 U2 B2 D2 R2 F2;
24528;20:46:00;24/02/2020;U R' F' U' D B2 L2 F L2 B' U R2 F' B' U2 R2 B D2;
23918;20:47:00;24/02/2020;D2 R B2 U2 R' B2 L2 U2 R2 D2 B F R D2 L2 F2 R' D' R2;
24670;20:48:00;24/02/2020;U B2 F2 L2 F2 D' R2 D' L' U R2 B U B L' D2 R2 B D';
21626;20:49:00;24/02/2020;D2 L R D2 U2 R' F' D B D F' L' B2 U2 L' D2 U2;
29020;20:50:00;24/02/2020;L2 U2 R' B2 D2 R B2 D2 B' U2 L U' R D L' R D B2 F;
27398;20:51:00;24/02/2020;F2 R2 F2 R2 F2 D2 F2 D2 F R2 D' F' L' U' R2 D F2 R' U F';
24525;20:52:00;24/02/2020;L U2 R D2 R2 U2 B2 L B D F' R' F' R' U L2 D2 R2 D2;
23610;20:53:00;24/02/2020;U' F' L2 U2 L2 B R' U2 B D R U F2 L2 U2 R2 L2 B2 U L2;
22125;20:54:00;24/02/2020;B2 U2 L2 D R2 U B2 R2 U' B' U' R F' U F L' F L B D';
21166;20:56:00;24/02/2020;R U2 D R' F D2 R2 B U L F D2 B2 D2 B' L2 D2 F U2 R2;
37591;20:57:00;24/02/2020;F2 L' B' L' U2 B U B2 U2 F D R2 F' U2 D2 F2 U2 L2 B';
---Session;end;s8;
---Session;start;s9;True;
28390;11:00:15;25/02/2020;B D' U' B R' B F R B2 L D R U' L' F D' R D2 R' F2;
24272;11:06:00;25/02/2020;F2 U2 F2 U' L' B D R F' L' U R2 F' L' B2 L U2 L' U R2;
25969;11:08:32;25/02/2020;U2 F U' F2 L2 R' U2 D2 F' L2 B2 R2 U R2 L B L' D' B' R';
24710;11:09:56;25/02/2020;R' F' L2 U R U' F' B2 U B2 L2 U B L2 B F' D2 F2 B R';
25600;11:10:31;25/02/2020;D B' L' R F B' U F' D2 R' U R' D2 L2 U F' U' D' R2 U2;
21822;11:54:38;25/02/2020;D' L2 U L' R' U L' B' D' L B2 R' F2 U L D2 B2 U2 D' R';
22240;11:55:22;25/02/2020;L2 B' U' D' R' F L' F' L U2 L' F2 L U' L' B' D' F R2 U;
21633;11:57:23;25/02/2020;D L F' R2 D' U B2 F2 U' R L' U2 R F B' D2 B' D2 R2 B;
21758;11:58:18;25/02/2020;D F' R D' R2 F R U2 L' R F2 B' D B2 R L F2 D L2 B2;
21813;11:58:43;25/02/2020;U2 L D2 U' F' U R' D' F2 U2 D' R U F2 B' L2 B U R2 D;
---Session;end;s9;;
---Session;start;s10;True;
24082;16:00:39;26/02/2020;L2 D2 U B2 R2 U2 R F D B2 D F B D B' R2 L F D U2;
29261;16:01:54;26/02/2020;D U' R2 D B2 D F D R' D F2 B2 U' B F' U L' R B' F2;
24959;16:02:55;26/02/2020;L F2 D2 U' L U F B2 R2 B2 L' B D B' R' B U2 B2 R L;
19573;16:04:08;26/02/2020;R' F L2 D R' D F' U B2 U F2 L B2 R2 L U F' R' D R2;
22758;16:05:21;26/02/2020;B D' B' U' L' U F' B L2 U' L R2 U' L F' B' U' R2 D' R2;
23836;16:07:00;26/02/2020;B L2 D' U' L2 U' D B D' L' R D2 U' F R2 L' B' F2 D' F';
26494;16:08:13;26/02/2020;D2 B' F' D' F2 B2 L2 B' L' R2 F B' D F2 R' D' F' L2 U R2;
19327;16:12:12;26/02/2020;F2 L2 R U' B' U' R' L2 U2 F R2 D' L R' B' R F U2 D F2;
23827;16:16:49;26/02/2020;D' B' D2 L' R2 U L R' F B' D L' U2 F' B' U L2 B2 D2 L2;
19464;16:17:39;26/02/2020;U B2 L2 F2 R2 U L2 R U' F D U2 F R2 D F2 B2 D' B' U';
20184;17:01:36;26/02/2020;R2 D' U' R F2 R' D2 L D F' U2 D2 L2 D2 U F' U' L B L';
33537;17:03:29;26/02/2020;L2 R' F2 R' B L' U F L R2 D2 F' L' R' B L' D2 F2 B2 U2;
18834;17:04:50;26/02/2020;L2 D L U' F B' D R' U2 B' F' L R' B2 F2 L U' D F U;
22944;17:06:02;26/02/2020;D R2 F' L' R2 B2 R' U' F2 D' U' F2 D U' F' U2 F2 U' R F2;
22702;17:06:44;26/02/2020;U2 F L' B2 R D' R2 B2 L' R2 F2 R D' L2 F U D' L' B' L';
32037;18:05:35;26/02/2020;U R' B' F R' F' B R F U' B L B F' L U B2 F U' R;
31555;18:06:52;26/02/2020;R2 L F B' L U' R2 F2 B2 U' L' U B2 R2 L B' L2 D' L' F';
23660;18:08:54;26/02/2020;L' D2 R2 F2 L U R L2 U L2 F' U2 B D U2 R L2 B' F2 L2;
19902;18:11:28;26/02/2020;D2 B' R' L U' D L U L' U D2 B' L B2 U B2 F2 D' U R';
24995;18:13:21;26/02/2020;U2 F B2 L' U2 F2 L R2 B2 D2 L2 D' R' U' F' B R D F2 B;
24447;18:14:57;26/02/2020;L' B' F' L2 U' R F D2 B' F D' B2 L2 D2 U F L2 F' D2 B';
18629;18:15:27;26/02/2020;L' F U R' U R2 F D U' L2 D U' B2 D L' F2 D B L D2;
21517;18:41:23;26/02/2020;D F R U' B' U R D B2 D2 R2 F2 U2 L' D2 B' L' B2 R2 D2;
28291;18:42:49;26/02/2020;L2 D L' F U R' F D' R L' F2 D' L2 F' B2 D' U' F D' R';
27027;22:40:46;26/02/2020;D2 F' L2 F' B2 D F L U D2 F2 U' D' R' B' F2 D' R' D2 F';
21713;22:43:15;26/02/2020;R F' B2 U R2 L F' B' L' U D F2 U2 D' L2 R' F B2 R B';
21861;22:47:44;26/02/2020;B' L' U R2 B' R F U F U' D2 R2 L' U' L' D' U2 L' D2 L2;
23519;22:49:16;26/02/2020;F' L D' B2 D B2 U' D F D L F' D2 U' L2 D2 F' R B' U';
17642;22:51:01;26/02/2020;D B' D2 L2 D R U2 R U R B R L2 U2 L B2 R' L' F D;
25030;22:52:11;26/02/2020;F2 L B2 R' F D' F2 B2 R' L U2 L2 D' U' L' R' D' L D L;
20249;22:54:25;26/02/2020;R B' L F2 L' U' R2 U B' U2 L2 B F' R2 L2 F' R2 F2 B R2;
25866;22:55:41;26/02/2020;B R' D' F2 U B R2 D2 B' D' F' L B R2 U' R L2 B' L2 F;
---Session;end;s10;;
---Session;start;s11;True;
22604;20:09:46;27/02/2020;U D2 L' B' F R L F U' R B' L B' F2 D2 B2 R U' D B2;
28088;20:11:06;27/02/2020;B2 U' B' R' U B2 R2 B' D2 F2 R L2 D B' F D' R2 D' L' B;
23462;20:12:15;27/02/2020;R' F2 L' U' B' R' F2 D' L U2 B2 R2 B2 U2 B' U F2 B2 D' U';
22507;20:13:38;27/02/2020;B R' F B U2 R2 B' U' D' B R2 B' R' L' F2 B2 U2 F2 U2 L';
23556;20:14:53;27/02/2020;B U' F R F' R2 U' R2 U' R D' L' D R L2 D R' D' U L;
22835;20:16:46;27/02/2020;U' F2 L' D U' B' D' F2 U2 F' R B2 D2 F2 D' L2 R2 B L2 R;
31291;20:35:38;27/02/2020;D2 U' R' D2 U' F D R2 B' U' D' R F D L2 D2 B F U B';
23744;20:37:52;27/02/2020;B2 L2 R U' F D2 U' R2 F2 D' B2 D2 B' D2 F' R2 D2 U B' F2;
19370;20:39:19;27/02/2020;R' B2 D' F' L B2 F U' D2 R2 L F' B2 R' B2 F R' B2 D2 B';
28762;20:40:35;27/02/2020;L D F2 U' D F D' U' B' R2 L2 B R2 F2 U L2 D' L D L';
22118;20:44:35;27/02/2020;U' L F2 L' R' F2 U' L2 F' L2 D R' B R F L2 F' U F R';
19919;20:45:55;27/02/2020;D R' D' L' F D' F U' D' L2 R' B2 U2 L R' U L2 D2 L2 B';
21424;20:47:10;27/02/2020;L R' D2 R' D' L' F' U F' B' R2 L D' L' F' R2 F U R2 F;
---Session;end;s11;;
---Session;start;s12;True;
23253;14:05:25;01/03/2020;R L' D F' B R2 U D' F D U L B' D2 R D' B' L U2 B;
22174;14:06:24;01/03/2020;D F' B R U B' F' R D' U2 L2 U' B2 L B2 L2 R' D2 R D2;
33626;14:07:27;01/03/2020;U2 F U2 R2 F2 U' L' R' B' U R' F' R2 F D' B' L' F2 B' D;
20460;14:08:42;01/03/2020;B F' R2 L' F2 D2 F D' U' R B' D B U2 F' B U2 L2 R B2;
25399;14:09:42;01/03/2020;B' D' L R' U' D' F2 U F' B D2 F B2 R D R2 D2 U' R F2;
38572;14:11:06;01/03/2020;B2 L B' D U2 F R' B' D L' U' L2 R2 F2 L' B' F L R2 D;
24012;14:12:02;01/03/2020;R L' F L F U L2 R2 D F D2 R B' D F B2 D' B2 R2 B2;
21435;14:12:58;01/03/2020;L' D L F U F R B2 D L2 R2 U2 B L2 B L2 R2 U' D' R;
31184;14:15:19;01/03/2020;F' L' U2 F' R' L B F' L U' F D2 B L' F D2 R' F2 B U;
21508;14:16:40;01/03/2020;L' B R L2 U B' D' B D' B U2 B U2 D' R2 B F' D F' B2;
16934;14:17:42;01/03/2020;F' D B2 R U2 B2 D F D B R2 B' U F U F R2 B2 D' R';
21172;14:19:02;01/03/2020;L' R' D R' D U L' D R B' D' R' U' B R2 B R2 D F' D';
26730;14:20:15;01/03/2020;D F' U2 B' R D B U L' B L R B' F' R' F' B D' L2 B2;
20470;14:21:23;01/03/2020;L2 R B F' U B R F' U' F2 L2 D' L' B' F' L2 R2 D U' R;
16374;14:22:14;01/03/2020;D' F U2 R2 U' R D' F2 U2 L B' F R' L' U L' D R' F B';
19223;14:28:16;01/03/2020;B D B2 R2 U F2 D2 F2 B D B' L2 U' L F D U L' R2 U';
34106;14:29:12;01/03/2020;U2 B R B2 U' R' D R' F' B R D2 B' R' B' L' F2 D L' R;
28389;14:34:25;01/03/2020;B2 F2 U R F' R2 L' F' B U2 F2 L2 R2 U' R' L2 F2 D2 L' F;
25236;14:35:26;01/03/2020;L D R2 B' F2 U D2 F B' L' F B' R' F U2 D' L2 R2 U' D;
37772;14:36:34;01/03/2020;D L2 F2 U2 L' D R' B2 L' U' L' B R B' L F U L' F2 B;
24288;14:37:53;01/03/2020;L' B' F R2 F B D U F2 R L2 U2 F' B2 R F2 B2 R' D' F2;+2
18993;14:39:01;01/03/2020;F R' D R D' U B L B2 D2 L2 D' L2 F' R' L2 F R2 D R2;
31648;14:43:00;01/03/2020;L' F L B2 L U' F U2 R2 U' L D2 F L' R' B' R' D' L2 B2;
---Session;end;s12;;
---Session;start;s13;True;
22186;17:18:33;01/03/2020;D2 L2 U2 B R2 L2 U2 B' F' D2 R D2 R' U2 R' F U' B' D' U;
20634;17:22:16;01/03/2020;D' R2 F' D2 F' U2 B D2 L' D2 F' L' D' U' B R U2 B2 D2 R;
26750;17:24:36;01/03/2020;U' R' F' L' F' D' R2 L B2 F2 L' F D' U2 L2 F2 D2 F2 B2 D;
24548;17:26:42;01/03/2020;F' B R' F' D' B2 R' L F B2 D F2 U' D2 F2 B L2 F2 D U;
21626;17:27:19;01/03/2020;F R' U D2 F2 U D' F' L' B L' B' R2 L2 U R B L2 D2 L2;
23054;17:30:02;01/03/2020;B2 F D2 R' B' U' B2 R2 U D2 L U' L' D2 R2 B2 D L R' U;
23416;17:31:48;01/03/2020;U' D' F U L B2 D R U2 R U' D' F' U' B2 F2 D' R2 U' B2;
24678;17:34:05;01/03/2020;R U2 L' B2 D' U F' R2 U' L' F' D U R' U' F R U' B2 R;
---Session;end;s13;;
---Session;start;s14;True;
20557;13:04:11;02/03/2020;R L' F' L D' U2 L D R2 L U B2 L2 U2 R' D2 R2 D2 L R;
19974;13:05:21;02/03/2020;B2 L B2 F2 R2 U F2 D' U2 R' L' D' L2 U2 D2 F2 B L' R2 D2;
24807;13:06:18;02/03/2020;B2 F' D' B2 F' R F2 L U2 D' R F' D U2 L' D' F2 L2 D' L2;
26760;13:07:22;02/03/2020;F' B2 U L F2 B2 D' F' U' F2 B R B' U' F R D F' R U';
22094;13:08:16;02/03/2020;F D' L R2 B2 F' U' B R2 L2 B D' U2 F' R2 L U R2 D' F2;
---Session;end;s14;;
---Session;start;training;False;
---Session;start;first_pair_inspection;False;
---Session;start;s15;True;
21566;21:46:23;08/03/2020;B U2 L' D B' F R B2 U2 B L' B' D L' F' U' R' F2 R D';
19109;21:47:55;08/03/2020;F2 R' L' D' R F U2 B L U' B2 F' U' F R2 B R2 B' F2 L';
21380;21:50:20;08/03/2020;U L2 F2 L2 D' L2 D B U D2 F2 D F2 R2 B' R2 F U2 B2 U2;
60000;21:52:19;08/03/2020;R U' R' F B D2 B2 U2 R' B2 U2 D2 R2 D2 U' L2 R U D R2;DNF
22987;21:54:47;08/03/2020;B' R' B2 U2 F D2 F2 D' R' B' U F2 D B2 D' B2 R2 B' L' R';+2
18918;21:56:33;08/03/2020;U2 F R' L B2 R2 F2 L' R' D F2 D' F D B' D F' U' B2 F;
18580;21:58:21;08/03/2020;D2 F L' U2 D' R' D2 R L F' R F' L2 F R' F2 B' U B L';
28797;22:01:12;08/03/2020;L2 U2 L U L' F D2 F D2 R F U R U2 L' D L' U2 B' L;
28904;22:02:33;08/03/2020;F2 L2 U2 D' F2 B2 L U2 R' D R L F L2 D2 U' R' U' F L2;
26713;22:04:10;08/03/2020;L R2 F2 D' U2 L' R2 F R' U2 B' U' F' R' F R2 D U R2 D2;
20747;22:06:03;08/03/2020;F' D' B' L2 D R2 L F B R' D' F' L2 F D2 F U' F R2 B2;
38991;22:06:53;08/03/2020;U2 D' F D R2 F B D R' D' U' R' F B R2 D2 U2 F' R' F2;
---Session;end;s15;;
---Session;pause;first_pair_inspection;;
---Session;pause;training;;
---Session;start;s16;True;
20977;17:03:24;16/03/2020;B' U L2 R F' L2 D' B2 F' U L2 R' U2 B' R2 F' B R2 F2 L2;
16913;17:04:57;16/03/2020;D F R' D' B R' D' F R B2 F U F L D L B D U' B';
41145;17:06:29;16/03/2020;B2 F D' B' L2 U B' F2 L U' B2 L U2 L' U2 B2 R' B' F' L';
45510;17:07:38;16/03/2020;U2 L D R2 D' R L' B L F' U R U F' B' U2 F' U2 B' D;
---Session;end;s16;;
---Session;start;training;False;
---Session;start;first_pair_inspection;False;
---Session;start;s17;True;
23680;23:53:33;18/03/2020;B2 L2 U' F B2 U F B' D2 L' U2 D R' B2 L' F2 B' U' L2 D';
22633;23:55:08;18/03/2020;U' D R U' L' R' F2 R F U B' D2 F R2 D2 U' B2 R F' R;
29410;23:57:20;18/03/2020;U F' D2 L D2 L' D L F B R D R' F2 L R D U' F2 B2;
26720;23:59:34;18/03/2020;F B R2 F2 U' F L2 F2 U B2 L2 U' B F2 L' D U B L F2;
28021;00:01:31;19/03/2020;D2 F D F R B' R' U L B R' F D F' D2 R2 F2 B2 R D';
22442;00:05:38;19/03/2020;B F2 U' L R' D R' D' R D' B2 R F2 U F' B U' R2 B' U;
82079;00:08:20;19/03/2020;U' L' U R' F' D L2 F B' D' R' B F R L2 D' L B F' R';
22226;00:09:38;19/03/2020;F R B' R D2 F' B L2 B F' D2 B U2 D L' B' R2 U' D' L';
28359;00:12:16;19/03/2020;F2 L2 R2 D B2 L' R U L2 B2 D2 U' L B R' D2 R' B' F' R';
25307;00:13:50;19/03/2020;U D F' B2 L F' B' D B R U L' B D2 U L R' D R2 L2;
24958;00:15:17;19/03/2020;F' D2 L D2 L2 U2 F D L R U R L' B2 L R' U L F U';
28058;00:16:46;19/03/2020;U' R2 F2 R' D L B L U L U2 B U L' B' F' R F' R U';
---Session;end;s17;;
---Session;start;s18;True;
32730;17:49:16;19/03/2020;U L' U' D' R2 D F' U B2 R' B2 U' F' L B2 L D' B' F D2;
36659;17:50:59;19/03/2020;D' B U B F' U R2 U F U' B2 R2 L' U2 D2 L' F L F2 R2;
21032;17:54:21;19/03/2020;U B2 L' F' B2 D' L' R' F' D U B R2 L F B' R2 D2 B2 D';
23525;17:56:26;19/03/2020;U D R2 B L' B U F2 B U F U' L' R' F U' R' B L B2;
31226;18:02:29;19/03/2020;L' U L2 D2 R D2 R B2 U F2 D' B' F R2 D R F U' F' D';
28102;18:07:53;19/03/2020;D2 B' L' D2 L' D R D2 U L' U2 F2 R L2 U' F D2 R2 B' U';+2
19694;18:10:16;19/03/2020;B U' R2 B D2 F2 U2 R2 F R2 F2 L2 B F' U' R2 U' F L R';
31276;18:12:41;19/03/2020;U' F R' F2 L2 U L' R2 U' F L B U D F' B' L2 D F B';
26625;18:14:36;19/03/2020;D' L F2 L B' D' L F' D2 R B' R' U2 L2 F' B2 D L F2 L';
25607;18:16:21;19/03/2020;U2 R' U2 B2 F2 L B' R2 F L2 U' D2 L' D' L B R' B D2 B2;
29887;18:19:15;19/03/2020;F L' D' L2 R F U R' U' L' D2 L' R' U2 R U L2 R2 F2 D';
26405;18:19:47;19/03/2020;U2 L2 F' L' F2 R' F2 D' U2 L F D2 B2 R U2 L2 B2 R' U2 L2;
18747;23:14:41;19/03/2020;B R' F R' B2 U B' F2 D' L' R2 D2 U' F' R D F' B R F2;
34131;23:21:46;19/03/2020;U2 B' D' B' U F B2 U' D R U' F' L2 R2 F2 L2 B' F' R2 F2;
26741;23:28:31;19/03/2020;B' U2 R D' R L D2 F2 R' L' B' R2 U' R2 D' F U' R2 U2 F;
22724;23:36:05;19/03/2020;U B' R2 B' F' R B' U F2 D R D2 B2 D L R' B2 U2 R D2;
43227;23:38:17;19/03/2020;D' B2 F2 R' B D B L' B2 L R' B D U' L2 D' B2 D U R2;
39596;23:40:26;19/03/2020;F U' B F R D L D2 L' B' D F R' D' L' B F2 U2 R F2;
41616;23:42:55;19/03/2020;B2 L' D B' L2 F' U R2 F' R2 F B L' R U' D' F B D R;
31649;23:44:32;19/03/2020;R2 D' F2 B' U L' R' F D' F2 L' B' D2 F L' B2 U' D B' U;
31731;23:46:27;19/03/2020;R L' F' B2 U2 F D F2 U' R F2 D' R2 L F2 D2 B F' L2 B2;
